Manufacturer;Model Number;Description;Nameplate Pmax;PTC;A_c;N_s;N_p;BIPV;Nameplate Isc;Nameplate Voc;Nameplate Ipmax;Nameplate Vpmax;Average NOCT;CONSPmax;CONSIsc;CONSVoc;CONSIpmax;CONSVpmax;IPmax, low;VPmax, low;IPmax, NOCT;VPmax, NOCT;Mounting;Type;Short Side;Long Side
;;;(W);;(m2);;;;(A);(V);(A);(V);(°C);(%/°C);(%/C);(%/C);(%/C);(%/C);(A);(V);(A);(V);;;(m);(m)
Hanwha Q CELLS;Q.PEAK DUO L-G8.2 435;435 W, 144 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;435;406;2,09;72;2;N;10,87;49,6;10,36;42;45,7;-0,338;0,04;-0,267;;;2,05;40,43;8,3;39;;;;
Hanwha Q CELLS;Q.PEAK DUO L-G8.3 435;435 W, 144 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;435;406;2,09;72;2;N;10,87;49,6;10,36;42;45,7;-0,338;0,04;-0,267;;;2,05;40,43;8,3;39;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9 435;435 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V max system Vdc;435;402,3;2,14;78;2;N;10,57;53,1;10;43,5;46,5;-0,364;0,017;-0,259;;;2,02;42,61;7,94;39,8;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9.2 435;435 W, 156 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;435;402,3;2,14;78;2;N;10,57;53,1;10;43,5;46,5;-0,364;0,017;-0,259;;;2,02;42,61;7,94;39,8;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9.3 435;435 W, 156 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;435;402,3;2,14;78;2;N;10,57;53,1;10;43,5;46,5;-0,364;0,017;-0,259;;;2,02;42,61;7,94;39,8;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9 440;440 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V max system Vdc;440;407,1;2,14;78;2;N;10,59;53,1;10,05;43,8;46,5;-0,364;0,017;-0,259;;;2,03;42,88;7,98;40;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9.2 440;440 W, 156 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;440;407,1;2,14;78;2;N;10,59;53,1;10,05;43,8;46,5;-0,364;0,017;-0,259;;;2,03;42,88;7,98;40;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9.3 440;440 W, 156 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;440;407,1;2,14;78;2;N;10,59;53,1;10,05;43,8;46,5;-0,364;0,017;-0,259;;;2,03;42,88;7,98;40;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9 445;445 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V max system Vdc;445;411,8;2,14;78;2;N;10,62;53,2;10,1;44,1;46,5;-0,364;0,017;-0,259;;;2,04;43,17;8,02;40,3;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9.2 445;445 W, 156 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;445;411,8;2,14;78;2;N;10,62;53,2;10,1;44,1;46,5;-0,364;0,017;-0,259;;;2,04;43,17;8,02;40,3;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9.3 445;445 W, 156 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;445;411,8;2,14;78;2;N;10,62;53,2;10,1;44,1;46,5;-0,364;0,017;-0,259;;;2,04;43,17;8,02;40,3;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9 450;450 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V max system Vdc;450;416,6;2,14;78;2;N;10,65;53,2;10,15;44,3;46,5;-0,364;0,017;-0,259;;;2,05;43,44;8,06;40,5;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9.2 450;450 W, 156 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;450;416,6;2,14;78;2;N;10,65;53,2;10,15;44,3;46,5;-0,364;0,017;-0,259;;;2,05;43,44;8,06;40,5;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9.3 450;450 W, 156 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;450;416,6;2,14;78;2;N;10,65;53,2;10,15;44,3;46,5;-0,364;0,017;-0,259;;;2,05;43,44;8,06;40,5;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9 455;455 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V max system Vdc;455;421,4;2,14;78;2;N;10,67;53,2;10,2;44,6;46,5;-0,364;0,017;-0,259;;;2,06;43,7;8,1;40,8;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9.2 455;455 W, 156 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;455;421,4;2,14;78;2;N;10,67;53,2;10,2;44,6;46,5;-0,364;0,017;-0,259;;;2,06;43,7;8,1;40,8;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9.3 455;455 W, 156 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;455;421,4;2,14;78;2;N;10,67;53,2;10,2;44,6;46,5;-0,364;0,017;-0,259;;;2,06;43,7;8,1;40,8;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.2 460;460 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;460;428;2,22;78;2;N;11,16;53,5;10,52;43,7;46,5;-0,34;0,013;-0,264;;;2,07;42,18;8,34;40,5;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.3 460;460 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;460;428;2,22;78;2;N;11,16;53,5;10,52;43,7;46,5;-0,34;0,013;-0,264;;;2,07;42,18;8,34;40,5;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.c 460;460 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;460;428;2,22;78;2;N;11,16;53,5;10,52;43,7;46,5;-0,34;0,013;-0,264;;;2,07;42,18;8,34;40,5;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.d 460;460 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;460;428;2,22;78;2;N;11,16;53,5;10,52;43,7;46,5;-0,34;0,013;-0,264;;;2,07;42,18;8,34;40,5;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9 460;460 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V max system Vdc;460;426,1;2,14;78;2;N;10,7;53,3;10,25;44,9;46,5;-0,364;0,017;-0,259;;;2,07;43,98;8,14;41;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9.2 460;460 W, 156 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;460;426,1;2,14;78;2;N;10,7;53,3;10,25;44,9;46,5;-0,364;0,017;-0,259;;;2,07;43,98;8,14;41;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9.3 460;460 W, 156 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;460;426,1;2,14;78;2;N;10,7;53,3;10,25;44,9;46,5;-0,364;0,017;-0,259;;;2,07;43,98;8,14;41;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.2 465;465 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;465;432,7;2,22;78;2;N;11,18;53,5;10,57;44;46,5;-0,34;0,013;-0,264;;;2,08;42,44;8,38;40,8;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.3 465;465 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;465;432,7;2,22;78;2;N;11,18;53,5;10,57;44;46,5;-0,34;0,013;-0,264;;;2,08;42,44;8,38;40,8;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.c 465;465 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;465;432,7;2,22;78;2;N;11,18;53,5;10,57;44;46,5;-0,34;0,013;-0,264;;;2,08;42,44;8,38;40,8;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.d 465;465 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;465;432,7;2,22;78;2;N;11,18;53,5;10,57;44;46,5;-0,34;0,013;-0,264;;;2,08;42,44;8,38;40,8;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9 465;465 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V max system Vdc;465;430,9;2,14;78;2;N;10,73;53,3;10,3;45,2;46,5;-0,364;0,017;-0,259;;;2,08;44,24;8,18;41,3;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9.2 465;465 W, 156 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;465;430,9;2,14;78;2;N;10,73;53,3;10,3;45,2;46,5;-0,364;0,017;-0,259;;;2,08;44,24;8,18;41,3;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9.3 465;465 W, 156 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;465;430,9;2,14;78;2;N;10,73;53,3;10,3;45,2;46,5;-0,364;0,017;-0,259;;;2,08;44,24;8,18;41,3;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.2 470;470 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;470;437,5;2,22;78;2;N;11,21;53,5;10,62;44,3;46,5;-0,34;0,013;-0,264;;;2,09;42,7;8,42;41;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.3 470;470 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;470;437,5;2,22;78;2;N;11,21;53,5;10,62;44,3;46,5;-0,34;0,013;-0,264;;;2,09;42,7;8,42;41;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.c 470;470 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;470;437,5;2,22;78;2;N;11,21;53,5;10,62;44,3;46,5;-0,34;0,013;-0,264;;;2,09;42,7;8,42;41;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.d 470;470 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;470;437,5;2,22;78;2;N;11,21;53,5;10,62;44,3;46,5;-0,34;0,013;-0,264;;;2,09;42,7;8,42;41;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9 470;470 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V max system Vdc;470;435,7;2,14;78;2;N;10,75;53,3;10,35;45,4;46,5;-0,364;0,017;-0,259;;;2,09;44,51;8,22;41,5;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9.2 470;470 W, 156 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;470;435,7;2,14;78;2;N;10,75;53,3;10,35;45,4;46,5;-0,364;0,017;-0,259;;;2,09;44,51;8,22;41,5;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G9.3 470;470 W, 156 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;470;435,7;2,14;78;2;N;10,75;53,3;10,35;45,4;46,5;-0,364;0,017;-0,259;;;2,09;44,51;8,22;41,5;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.2 475;475 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;475;442,3;2,22;78;2;N;11,24;53,6;10,66;44,5;46,5;-0,34;0,013;-0,264;;;2,1;42,96;8,45;41,3;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.3 475;475 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;475;442,3;2,22;78;2;N;11,24;53,6;10,66;44,5;46,5;-0,34;0,013;-0,264;;;2,1;42,96;8,45;41,3;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.c 475;475 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;475;442,3;2,22;78;2;N;11,24;53,6;10,66;44,5;46,5;-0,34;0,013;-0,264;;;2,1;42,96;8,45;41,3;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.d 475;475 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;475;442,3;2,22;78;2;N;11,24;53,6;10,66;44,5;46,5;-0,34;0,013;-0,264;;;2,1;42,96;8,45;41,3;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.2 480;480 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;480;447,1;2,22;78;2;N;11,26;53,6;10,71;44,8;46,5;-0,34;0,013;-0,264;;;2,11;43,22;8,49;41,5;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.3 480;480 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;480;447,1;2,22;78;2;N;11,26;53,6;10,71;44,8;46,5;-0,34;0,013;-0,264;;;2,11;43,22;8,49;41,5;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.c 480;480 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;480;447,1;2,22;78;2;N;11,26;53,6;10,71;44,8;46,5;-0,34;0,013;-0,264;;;2,11;43,22;8,49;41,5;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.d 480;480 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;480;447,1;2,22;78;2;N;11,26;53,6;10,71;44,8;46,5;-0,34;0,013;-0,264;;;2,11;43,22;8,49;41,5;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.2 485;485 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;485;451,9;2,22;78;2;N;11,29;53,6;10,76;45,1;46,5;-0,34;0,013;-0,264;;;2,12;43,47;8,53;41,8;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.3 485;485 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;485;451,9;2,22;78;2;N;11,29;53,6;10,76;45,1;46,5;-0,34;0,013;-0,264;;;2,12;43,47;8,53;41,8;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.c 485;485 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;485;451,9;2,22;78;2;N;11,29;53,6;10,76;45,1;46,5;-0,34;0,013;-0,264;;;2,12;43,47;8,53;41,8;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.d 485;485 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;485;451,9;2,22;78;2;N;11,29;53,6;10,76;45,1;46,5;-0,34;0,013;-0,264;;;2,12;43,47;8,53;41,8;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.2 490;490 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;490;456,7;2,22;78;2;N;11,31;53,7;10,81;45,3;46,5;-0,34;0,013;-0,264;;;2,13;43,72;8,57;42;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.3 490;490 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;490;456,7;2,22;78;2;N;11,31;53,7;10,81;45,3;46,5;-0,34;0,013;-0,264;;;2,13;43,72;8,57;42;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.c 490;490 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;490;456,7;2,22;78;2;N;11,31;53,7;10,81;45,3;46,5;-0,34;0,013;-0,264;;;2,13;43,72;8,57;42;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.d 490;490 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;490;456,7;2,22;78;2;N;11,31;53,7;10,81;45,3;46,5;-0,34;0,013;-0,264;;;2,13;43,72;8,57;42;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.2 495;495 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;495;461,5;2,22;78;2;N;11,34;53,7;10,86;45,6;46,5;-0,34;0,013;-0,264;;;2,14;43,97;8,61;42,3;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.3 495;495 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;495;461,5;2,22;78;2;N;11,34;53,7;10,86;45,6;46,5;-0,34;0,013;-0,264;;;2,14;43,97;8,61;42,3;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.c 495;495 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;495;461,5;2,22;78;2;N;11,34;53,7;10,86;45,6;46,5;-0,34;0,013;-0,264;;;2,14;43,97;8,61;42,3;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.d 495;495 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;495;461,5;2,22;78;2;N;11,34;53,7;10,86;45,6;46,5;-0,34;0,013;-0,264;;;2,14;43,97;8,61;42,3;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.2 500;500 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;500;466,3;2,22;78;2;N;11,36;53,8;10,91;45,9;46,5;-0,34;0,013;-0,264;;;2,15;44,22;8,65;42,5;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.3 500;500 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;500;466,3;2,22;78;2;N;11,36;53,8;10,91;45,9;46,5;-0,34;0,013;-0,264;;;2,15;44,22;8,65;42,5;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.c 500;500 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;500;466,3;2,22;78;2;N;11,36;53,8;10,91;45,9;46,5;-0,34;0,013;-0,264;;;2,15;44,22;8,65;42,5;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.d 500;500 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;500;466,3;2,22;78;2;N;11,36;53,8;10,91;45,9;46,5;-0,34;0,013;-0,264;;;2,15;44,22;8,65;42,5;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.2 505;505 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;505;471,1;2,22;78;2;N;11,39;53,8;10,95;46,1;46,5;-0,34;0,013;-0,264;;;2,16;44,46;8,68;42,7;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.3 505;505 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;505;471,1;2,22;78;2;N;11,39;53,8;10,95;46,1;46,5;-0,34;0,013;-0,264;;;2,16;44,46;8,68;42,7;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.c 505;505 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;505;471,1;2,22;78;2;N;11,39;53,8;10,95;46,1;46,5;-0,34;0,013;-0,264;;;2,16;44,46;8,68;42,7;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G10.d 505;505 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;505;471,1;2,22;78;2;N;11,39;53,8;10,95;46,1;46,5;-0,34;0,013;-0,264;;;2,16;44,46;8,68;42,7;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G11.3 570;570 W, 156 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;570;530,1;2,52;52;3;N;13,49;53,6;12,82;44,5;46,1;-0,36;0,035;-0,26;;;3,17;43,22;10,19;40,7;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G11.3 575;575 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;575;534,9;2,52;52;3;N;13,51;53,6;12,87;44,7;46,1;-0,36;0,035;-0,26;;;3,18;43,43;10,23;41;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G11.3 580;580 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;580;539,7;2,52;52;3;N;13,54;53,6;12,92;44,9;46,1;-0,36;0,035;-0,26;;;3,19;43,64;10,27;41,2;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G11.3 585;585 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;585;544,5;2,52;52;3;N;13,57;53,7;12,97;45,1;46,1;-0,36;0,035;-0,26;;;3,2;43,86;10,31;41,4;;;;
Hanwha Q CELLS;Q.PEAK DUO XL-G11.3 590;590 W, 156 half-cut cell monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;590;549,3;2,52;52;3;N;13,59;53,7;13,01;45,3;46,1;-0,36;0,035;-0,26;;;3,21;44,06;10,34;41,5;;;;
Hanwha Q CELLS (Qidong);HSL60P6-PA-3-230Q;230 W Polycrystalline Module, 1000 V System Voltage, White Backsheet, Silver Frame;230;204,4;1,652;60;1;N;8,46;36,8;7,94;29;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,54;28,8;6,36;26,22;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-3-230QB;230 W Polycrystalline Module, 1000 V System Voltage, Black Backsheet, BlackFrame;230;204,4;1,652;60;1;N;8,46;36,8;7,94;29;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,54;28,8;6,36;26,22;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-3-230QW;230 W Polycrystalline Module, 1000 V System Voltage, White Backsheet, Black Frame;230;204,4;1,652;60;1;N;8,46;36,8;7,94;29;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,54;28,8;6,36;26,22;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PB-3-230Q;230 W Polycrystalline Module, 1000 V System Voltage, White Backsheet, Silver Frame;230;204,6;1,616;60;1;N;8,46;36,8;7,94;29;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,54;28,8;6,36;26,22;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-3-230QB;230 W Polycrystalline Module, 1000 V System Voltage, Black Backsheet, Black Frame;230;204,6;1,616;60;1;N;8,46;36,8;7,94;29;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,54;28,8;6,36;26,22;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-3-230QW;230 W Polycrystalline Module, 1000 V System Voltage, White Backsheet, Black Frame;230;204,6;1,616;60;1;N;8,46;36,8;7,94;29;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,54;28,8;6,36;26,22;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PA-0-235T;235 W Polycrystalline Module;235;208,7;1,652;60;1;N;8,65;36,8;8,05;29,1;46,9;-0,48;0,05;-0,35;-0,02;-0,49;1,55;27,71;6,51;25,95;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-0-235TB;235 W Polycrystalline Module, 600V System Voltage, Black Backsheet, Black Frame;235;211,2;1,652;60;1;N;8,65;36,8;8,05;29,1;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,57;28,94;6,46;26,47;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-0-235TW;235 W Polycrystalline Module, 600V System Voltage, White Backsheet, Black Frame;235;208,7;1,652;60;1;N;8,65;36,8;8,05;29,1;46,9;-0,48;0,05;-0,35;-0,02;-0,49;1,55;27,71;6,51;25,95;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-2-235Q;235 W Polycrystalline Module;235;209;1,652;60;1;N;8,55;37;8,05;29,2;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,55;29,04;6,48;26,32;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-2-235QB;235 W Polycrystalline Module;235;209;1,652;60;1;N;8,55;37;8,05;29,2;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,55;29,04;6,48;26,32;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-2-235QW;235 W Polycrystalline Module;235;209;1,652;60;1;N;8,55;37;8,05;29,2;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,55;29,04;6,48;26,32;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-3-235Q;235 W Polycrystalline Module;235;209;1,652;60;1;N;8,55;37;8,05;29,2;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,55;29,04;6,48;26,32;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-3-235QB;235 W Polycrystalline Module;235;209;1,652;60;1;N;8,55;37;8,05;29,2;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,55;29,04;6,48;26,32;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-3-235QW;235 W Polycrystalline Module;235;209;1,652;60;1;N;8,55;37;8,05;29,2;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,55;29,04;6,48;26,32;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-235Q;235 W Polycrystalline Module;235;209;1,652;60;1;N;8,55;37;8,05;29,2;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,55;29,04;6,48;26,32;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-235QB;235 W Polycrystalline Module;235;209;1,652;60;1;N;8,55;37;8,05;29,2;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,55;29,04;6,48;26,32;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-235QW;235 W Polycrystalline Module;235;209;1,652;60;1;N;8,55;37;8,05;29,2;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,55;29,04;6,48;26,32;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-235T;235 W Polycrystalline Module, 1000 V System Voltage, White Backsheet;235;211,2;1,652;60;1;N;8,65;36,8;8,05;29,1;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,57;28,94;6,46;26,47;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-235TB;235 W Polycrystalline Module, 1000 V System Voltage, Black Backsheet, Black Frame;235;211,2;1,652;60;1;N;8,65;36,8;8,05;29,1;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,57;28,94;6,46;26,47;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-235TW;235 W Polycrystalline Module, 1000 V System Voltage, White Backsheet, Black Frame;235;211,2;1,652;60;1;N;8,65;36,8;8,05;29,1;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,57;28,94;6,46;26,47;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PB-2-235Q;235 W Polycrystalline Module;235;209,1;1,616;60;1;N;8,55;37;8,05;29,2;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,55;29,04;6,48;26,32;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-2-235QB;235 W Polycrystalline Module;235;209,1;1,616;60;1;N;8,55;37;8,05;29,2;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,55;29,04;6,48;26,32;Rack;Flat Plate;0,988;1,636
