Manufacturer;Model Number;Description;Nameplate Pmax;PTC;A_c;N_s;N_p;BIPV;Nameplate Isc;Nameplate Voc;Nameplate Ipmax;Nameplate Vpmax;Average NOCT;CONSPmax;CONSIsc;CONSVoc;CONSIpmax;CONSVpmax;IPmax, low;VPmax, low;IPmax, NOCT;VPmax, NOCT;Mounting;Type;Short Side;Long Side
;;;(W);;(m2);;;;(A);(V);(A);(V);(°C);(%/°C);(%/C);(%/C);(%/C);(%/C);(A);(V);(A);(V);;;(m);(m)
Amerisolar-Worldwide Energy and Manufacturing USA Co., Ltd;AS-6M-HC-410W;410 W, 144 half-cut cell monocrystalline module, 1500V max system Vdc;410;379,7;1,91;72;2;N;10,59;49,4;10,08;40,7;46,5;-0,365;0,042;-0,263;;;1,96;39,76;7,85;38,9;;;;
Amerisolar-Worldwide Energy and Manufacturing USA Co., Ltd;AS-6M144-BHC-430W;430 W, 144 half-cut cell monocrystalline module, 1500V max system Vdc;430;397,8;2,14;72;2;N;11,3;48,9;10,6;40,6;45,4;-0,381;0,062;-0,313;;;2,14;39,11;8,52;37,9;;;;
Amerisolar-Worldwide Energy and Manufacturing USA Co., Ltd;AS-6M144-HC-430W;430 W, 144 half-cut cell monocrystalline module, 1500V max system Vdc;430;397;2,12;72;2;N;11,19;49,2;10,6;40,6;46;-0,38;0,055;-0,279;;;2,14;39,09;8,52;37,9;;;;
Amerisolar-Worldwide Energy and Manufacturing USA Co., Ltd;AS-6M144-BHC-435W;435 W, 144 half-cut cell monocrystalline module, 1500V max system Vdc;435;402,6;2,14;72;2;N;11,36;49,1;10,67;40,8;45,4;-0,381;0,062;-0,313;;;2,15;39,31;8,57;38,1;;;;
Amerisolar-Worldwide Energy and Manufacturing USA Co., Ltd;AS-6M144-HC-435W;435 W, 144 half-cut cell monocrystalline module, 1500V max system Vdc;435;401,8;2,12;72;2;N;11,26;49,4;10,67;40,8;46;-0,38;0,055;-0,279;;;2,15;39,28;8,58;38,1;;;;
Amerisolar-Worldwide Energy and Manufacturing USA Co., Ltd;AS-6M144-BHC-440W;440 W, 144 half-cut cell monocrystalline module, 1500V max system Vdc;440;407,3;2,14;72;2;N;11,45;49,3;10,74;41;45,4;-0,381;0,062;-0,313;;;2,17;39,5;8,63;38,3;;;;
Amerisolar-Worldwide Energy and Manufacturing USA Co., Ltd;AS-6M144-HC-440W;440 W, 144 half-cut cell monocrystalline module, 1500V max system Vdc;440;406,6;2,12;72;2;N;11,33;49,6;10,74;41;46;-0,38;0,055;-0,279;;;2,16;39,48;8,63;38,2;;;;
Amerisolar-Worldwide Energy and Manufacturing USA Co., Ltd;AS-6M144-BHC-445W;445 W, 144 half-cut cell monocrystalline module, 1500V max system Vdc;445;412,1;2,14;72;2;N;11,52;49,5;10,81;41,2;45,4;-0,381;0,062;-0,313;;;2,18;39,69;8,69;38,5;;;;
Amerisolar-Worldwide Energy and Manufacturing USA Co., Ltd;AS-6M144-HC-445W;445 W, 144 half-cut cell monocrystalline module, 1500V max system Vdc;445;411,3;2,12;72;2;N;11,4;49,8;10,81;41,2;46;-0,38;0,055;-0,279;;;2,18;39,67;8,69;38,4;;;;
Amerisolar-Worldwide Energy and Manufacturing USA Co., Ltd;AS-6M144-BHC-450W;450 W, 144 half-cut cell monocrystalline module, 1500V max system Vdc;450;416,9;2,14;72;2;N;11,58;49,6;10,87;41,4;45,4;-0,381;0,062;-0,313;;;2,19;39,88;8,73;38,7;;;;
Amerisolar-Worldwide Energy and Manufacturing USA Co., Ltd;AS-6M144-HC-450W;450 W, 144 half-cut cell monocrystalline module, 1500V max system Vdc;450;416,1;2,12;72;2;N;11,47;50;10,88;41,4;46;-0,38;0,055;-0,279;;;2,19;39,86;8,75;38,6;;;;
Andalay Solar;ST-175-1AC1-A-A;175 W DC, Monocrystalline ACPV Module;175;157,5;1,277;72;1;N;5,2;44,2;4,95;35,2;46,4;-0,435;0,044;-0,322;-0,027;-0,412;0,99;34,62;4,03;32,01;Rack;Flat Plate;0,808;1,58
Andalay Solar;ST-175-1AC3-B-A;175 W DC, Monocrystalline ACPV Module;175;157,5;1,277;72;1;N;5,2;44,2;4,95;35,2;46,4;-0,435;0,044;-0,322;-0,027;-0,412;0,99;34,62;4,03;32,01;Rack;Flat Plate;0,808;1,58
Andalay Solar;ST-185-1AC1-A-A;185 W DC, Monocrystalline ACPV Module;185;167,2;1,277;72;1;N;5,43;45;5,09;36,4;45,8;-0,436;0,055;-0,326;-0,025;-0,413;1,01;35,93;4,01;33,11;Rack;Flat Plate;0,808;1,58
Andalay Solar;ST-185-1AC1-A-B;185 W DC, Monocrystalline ACPV Module;185;167,2;1,277;72;1;N;5,43;45;5,09;36,4;45,8;-0,436;0,055;-0,326;-0,025;-0,413;1,01;35,93;4,01;33,11;Rack;Flat Plate;0,808;1,58
Andalay Solar;ST-185-1AC3-B-A;185 W DC, Monocrystalline ACPV Module;185;167,2;1,277;72;1;N;5,43;45;5,09;36,4;45,8;-0,436;0,055;-0,326;-0,025;-0,413;1,01;35,93;4,01;33,11;Rack;Flat Plate;0,808;1,58
Andalay Solar;ST-185-1AC3-B-B;185 W DC, Monocrystalline ACPV Module;185;167,2;1,277;72;1;N;5,43;45;5,09;36,4;45,8;-0,436;0,055;-0,326;-0,025;-0,413;1,01;35,93;4,01;33,11;Rack;Flat Plate;0,808;1,58
Andalay Solar;ST-190-1AC1-A-B;190 W DC, Monocrystalline ACPV Module;190;171,8;1,277;72;1;N;5,62;45,2;5,2;36,6;45,8;-0,436;0,055;-0,326;-0,025;-0,413;1,03;36,12;4,09;33,29;Rack;Flat Plate;0,808;1,58
Andalay Solar;ST-190-1AC3-B-B;190 W DC, Monocrystalline ACPV Module;190;171,8;1,277;72;1;N;5,62;45,2;5,2;36,6;45,8;-0,436;0,055;-0,326;-0,025;-0,413;1,03;36,12;4,09;33,29;Rack;Flat Plate;0,808;1,58
Andalay Solar;ST-195-1AC1-A-B;195 W DC, Monocrystalline ACPV Module;195;176,5;1,277;72;1;N;5,69;45,4;5,33;36,6;45,8;-0,436;0,055;-0,326;-0,025;-0,413;1,06;36,12;4,19;33,29;Rack;Flat Plate;0,808;1,58
Andalay Solar;ST-195-1AC3-B-B;195 W DC, Monocrystalline ACPV Module;195;176,5;1,277;72;1;N;5,69;45,4;5,33;36,6;45,8;-0,436;0,055;-0,326;-0,025;-0,413;1,06;36,12;4,19;33,29;Rack;Flat Plate;0,808;1,58
Andalay Solar;LW-230-1-AC0-D-B;230 W DC, Polycrystalline ACPV Module;230;204,4;1,619;60;1;N;8,38;36,6;7,87;29,2;48,2;-0,45;0,06;-0,34;-0,01;-0,45;1,58;28,46;6,38;26;Rack;Flat Plate;0,985;1,644
Andalay Solar;LW-230-1-AC1-A-B;230 W DC, Polycrystalline ACPV Module;230;204,4;1,619;60;1;N;8,38;36,6;7,87;29,2;48,2;-0,45;0,06;-0,34;-0,01;-0,45;1,58;28,46;6,38;26;Rack;Flat Plate;0,985;1,644
Andalay Solar;LW-230-1-AC2-D-B;230 W DC, Polycrystalline ACPV Module;230;204,4;1,619;60;1;N;8,38;36,6;7,87;29,2;48,2;-0,45;0,06;-0,34;-0,01;-0,45;1,58;28,46;6,38;26;Rack;Flat Plate;0,985;1,644
Andalay Solar;LW-230-1-AC3-B-B;230 W DC, Polycrystalline ACPV Module;230;204,4;1,619;60;1;N;8,38;36,6;7,87;29,2;48,2;-0,45;0,06;-0,34;-0,01;-0,45;1,58;28,46;6,38;26;Rack;Flat Plate;0,985;1,644
Andalay Solar;LW-235-1-AC0-D-B;235 W DC, Polycrystalline ACPV Module;235;209;1,619;60;1;N;8,45;37,2;8;29,6;48,2;-0,45;0,06;-0,34;-0,01;-0,45;1,61;28,85;6,49;26,35;Rack;Flat Plate;0,985;1,644
Andalay Solar;LW-235-1-AC1-A-B;235 W DC, Polycrystalline ACPV Module;235;209;1,619;60;1;N;8,45;37,2;8;29,6;48,2;-0,45;0,06;-0,34;-0,01;-0,45;1,61;28,85;6,49;26,35;Rack;Flat Plate;0,985;1,644
Andalay Solar;LW-235-1-AC2-D-B;235 W DC, Polycrystalline ACPV Module;235;209;1,619;60;1;N;8,45;37,2;8;29,6;48,2;-0,45;0,06;-0,34;-0,01;-0,45;1,61;28,85;6,49;26,35;Rack;Flat Plate;0,985;1,644
Andalay Solar;LW-235-1-AC3-B-B;235 W DC, Polycrystalline ACPV Module;235;209;1,619;60;1;N;8,45;37,2;8;29,6;48,2;-0,45;0,06;-0,34;-0,01;-0,45;1,61;28,85;6,49;26,35;Rack;Flat Plate;0,985;1,644
Andalay Solar;LW-240-1-AC0-D-B;240 W DC, Polycrystalline ACPV Module;240;213,6;1,619;60;1;N;8,56;37,4;8,05;29,8;48,2;-0,45;0,06;-0,34;-0,01;-0,45;1,62;29,05;6,53;26,53;Rack;Flat Plate;0,985;1,644
Andalay Solar;LW-240-1-AC1-A-B;240 W DC, Polycrystalline ACPV Module;240;213,6;1,619;60;1;N;8,56;37,4;8,05;29,8;48,2;-0,45;0,06;-0,34;-0,01;-0,45;1,62;29,05;6,53;26,53;Rack;Flat Plate;0,985;1,644
Andalay Solar;LW-240-1-AC2-D-B;240 W DC, Polycrystalline ACPV Module;240;213,6;1,619;60;1;N;8,56;37,4;8,05;29,8;48,2;-0,45;0,06;-0,34;-0,01;-0,45;1,62;29,05;6,53;26,53;Rack;Flat Plate;0,985;1,644
Andalay Solar;LW-240-1-AC3-B-B;240 W DC, Polycrystalline ACPV Module;240;213,6;1,619;60;1;N;8,56;37,4;8,05;29,8;48,2;-0,45;0,06;-0,34;-0,01;-0,45;1,62;29,05;6,53;26,53;Rack;Flat Plate;0,985;1,644
Andalay Solar;TW-240-1-AC2-D-B;240 W DC, Polycrystalline ACPV Module;240;212,4;1,277;72;1;N;8,48;36,2;7,86;30,5;48,8;-0,49;0,06;-0,36;-0,01;-0,48;1,55;29,46;6,29;27,25;Rack;Flat Plate;0,808;1,58
Andalay Solar;TW-245-1-AC2-D-B;245 W DC, Polycrystalline ACPV Module;245;217;1,277;72;1;N;8,59;36,4;7,97;30,75;48,8;-0,49;0,06;-0,36;-0,01;-0,48;1,57;29,7;6,37;27,48;Rack;Flat Plate;0,808;1,58
Andalay Solar;TW-250-1-AC2-D-B;250 W DC, Polycrystalline ACPV Module;250;221,6;1,277;72;1;N;8,75;36,8;8,1;30,9;48,8;-0,49;0,06;-0,36;-0,01;-0,48;1,6;29,84;6,48;27,61;Rack;Flat Plate;0,808;1,58
Anhui Rinengzhongtian Semiconductor Development;QJM160-72;160 W Monocrystalline Module;160;141,5;1,277;72;1;N;5,12;42,42;4,57;35,01;46,9;-0,484;0,054;-0,367;0,028;-0,508;0,87;34,05;3,76;30,76;Rack;Flat Plate;0,808;1,58
Anhui Rinengzhongtian Semiconductor Development;QJM165-72;165 W Monocrystalline Module;165;146;1,277;72;1;N;5,22;42,5;4,66;35,4;46,9;-0,484;0,054;-0,367;0,028;-0,508;0,89;34,43;3,83;31,1;Rack;Flat Plate;0,808;1,58
Anhui Rinengzhongtian Semiconductor Development;QJM170-72;170 W Monocrystalline Module;170;150,5;1,277;72;1;N;5,35;42,7;4,78;35,6;46,9;-0,484;0,054;-0,367;0,028;-0,508;0,91;34,62;3,93;31,28;Rack;Flat Plate;0,808;1,58
Anhui Rinengzhongtian Semiconductor Development;QJM175-72;175 W Monocrystalline Module;175;155,1;1,277;72;1;N;5,45;43,1;4,87;35,9;46,9;-0,484;0,054;-0,367;0,028;-0,508;0,91;35,44;3,89;32,21;Rack;Flat Plate;0,808;1,58
Anhui Rinengzhongtian Semiconductor Development;QJM180-72;180 W Monocrystalline Module;180;159,6;1,277;72;1;N;5,59;43,3;4,99;36,1;46,9;-0,484;0,054;-0,367;0,028;-0,508;0,93;35,64;3,98;32,39;Rack;Flat Plate;0,808;1,58
Anhui Rinengzhongtian Semiconductor Development;QJM185-72;185 W Monocrystalline Module;185;164,2;1,277;72;1;N;5,72;43,4;5,11;36,2;46,9;-0,484;0,054;-0,367;0,028;-0,508;0,95;35,74;4,08;32,48;Rack;Flat Plate;0,808;1,58
Anhui Rinengzhongtian Semiconductor Development;QJM190-72;190 W Monocrystalline Module;190;168,8;1,277;72;1;N;5,86;43,5;5,23;36,3;46,9;-0,484;0,054;-0,367;0,028;-0,508;0,97;35,23;4,11;32,57;Rack;Flat Plate;0,808;1,58
Anhui Rinengzhongtian Semiconductor Development;QJM195-72;195 W Monocrystalline Module;195;173,4;1,277;72;1;N;6,01;43,6;5,37;36,3;46,9;-0,484;0,054;-0,367;0,028;-0,508;1;35,23;4,22;32,57;Rack;Flat Plate;0,808;1,58
Anhui Rinengzhongtian Semiconductor Development;QJM200-72;200 W Monocrystalline Module;200;178;1,277;72;1;N;5,95;45,7;5,54;36,12;46,9;-0,484;0,054;-0,367;0,028;-0,508;1,03;35,05;4,35;32,41;Rack;Flat Plate;0,808;1,58
Anhui Rinengzhongtian Semiconductor Development;QJP205-60;205 W Polycrystalline Module;205;182,3;1,627;60;1;N;7,84;35,1;7;29,3;46,9;-0,462;0,073;-0,361;0,016;-0,475;1,35;27,66;5,58;26,79;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJP210-60;210 W Polycrystalline Module;210;186,9;1,627;60;1;N;8,01;35,2;7,14;29,4;46,9;-0,462;0,073;-0,361;0,016;-0,475;1,38;27,75;5,7;26,88;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJP215-60;215 W Polycrystalline Module;215;191,5;1,627;60;1;N;8,16;35,4;7,29;29,5;46,9;-0,462;0,073;-0,361;0,016;-0,475;1,41;27,85;5,82;26,97;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJM220-60;220 W Monocrystalline Module;220;197,6;1,627;60;1;N;7,98;36,29;7,46;29,5;45,2;-0,46817;0,033267;-0,32704;-0,02859;-0,44374;1,46;28,98;5,83;26,94;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJP220-60;220 W Polycrystalline Module;220;196;1,627;60;1;N;8,32;35,4;7,46;29,5;46,9;-0,462;0,073;-0,361;0,016;-0,475;1,44;27,85;5,95;26,97;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJM225-60;225 W Monocrystalline Module;225;202,2;1,627;60;1;N;8,13;36,41;7,6;29,6;45,2;-0,46817;0,033267;-0,32704;-0,02859;-0,44374;1,49;29,08;5,94;27,03;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJP225-60;225 W Polycrystalline Module;225;200,6;1,627;60;1;N;8,46;35,8;7,6;29,6;46,9;-0,462;0,073;-0,361;0,016;-0,475;1,47;27,94;6,06;27,06;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJM230-60;230 W Monocrystalline Module;230;206,8;1,627;60;1;N;8,29;36,53;7,74;29,7;45,2;-0,46817;0,033267;-0,32704;-0,02859;-0,44374;1,52;29,18;6,05;27,12;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJP230-60;230 W Polycrystalline Module;230;205,2;1,627;60;1;N;8,6;36;7,72;29,8;46,9;-0,462;0,073;-0,361;0,016;-0,475;1,55;28,21;6,16;27,26;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJM235-60;235 W Monocrystalline Module;235;211,4;1,627;60;1;N;8,44;36,65;7,89;29,8;45,2;-0,46817;0,033267;-0,32704;-0,02859;-0,44374;1,55;29,28;6,16;27,21;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJP235-60;235 W Polycrystalline Module;235;209,8;1,627;60;1;N;8,75;36,1;7,83;30;46,9;-0,462;0,073;-0,361;0,016;-0,475;1,57;28,4;6,25;27,44;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJM240-60;240 W Monocrystalline Module;240;216;1,627;60;1;N;8,59;36,78;8,03;29,9;45,2;-0,46817;0,033267;-0,32704;-0,02859;-0,44374;1,57;29,37;6,27;27,31;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJP240-60;240 W Polycrystalline Module;240;214,4;1,627;60;1;N;8,9;36,2;7,95;30,2;46,9;-0,462;0,073;-0,361;0,016;-0,475;1,6;28,59;6,34;27,63;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJM245-60;245 W Monocrystalline Module;245;220,6;1,627;60;1;N;8,71;37,02;8,14;30,1;45,2;-0,46817;0,033267;-0,32704;-0,02859;-0,44374;1,59;29,41;6,52;27,47;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJP245-60;245 W Polycrystalline Module;245;219;1,627;60;1;N;9,06;36,4;8,09;30,3;46,9;-0,462;0,073;-0,361;0,016;-0,475;1,62;28,69;6,45;27,72;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJM250-60;250 W Monocrystalline Module;250;225,3;1,627;60;1;N;8,86;37,15;8,28;30,2;45,2;-0,46817;0,033267;-0,32704;-0,02859;-0,44374;1,61;29,51;6,64;27,57;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJP250-60;250 W Polycrystalline Module;250;223,6;1,627;60;1;N;9,21;36,5;8,22;30,4;46,9;-0,462;0,073;-0,361;0,016;-0,475;1,65;28,78;6,56;27,81;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJM255-60;255 W Monocrystalline Module;255;229,9;1,627;60;1;N;8,92;37,64;8,33;30,6;45,2;-0,46817;0,033267;-0,32704;-0,02859;-0,44374;1,62;30,7;6,6;28,61;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJP255-60;255 W Polycrystalline Module;255;231;1,627;60;1;N;8,95;37,52;8,36;30,5;45,4;-0,44277;0,056061;-0,3302;0,005526;-0,44703;1,61;29,9;6,63;27,96;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJP255-72;255 W Polycrystalline Module;255;227,1;1,94;72;1;N;8,13;42,1;7,26;35,1;46,9;-0,462;0,073;-0,361;0,016;-0,475;1,39;33,29;5,77;30,95;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJM260-60;260 W Monocrystalline Module;260;234,5;1,627;60;1;N;9,15;37,39;8,55;30,4;45,2;-0,46817;0,033267;-0,32704;-0,02859;-0,44374;1,66;30,5;6,77;28,42;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJP260-60;260 W Polycrystalline Module;260;235,7;1,627;60;1;N;9,09;37,64;8,5;30,6;45,4;-0,44277;0,056061;-0,3302;0,005526;-0,44703;1,63;30;6,74;28,06;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJP260-72;260 W Polycrystalline Module;260;231,6;1,94;72;1;N;8,27;42,2;7,39;35,2;46,9;-0,462;0,073;-0,361;0,016;-0,475;1,42;33,38;5,87;31,03;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJM265-60;265 W Monocrystalline Module;265;239,2;1,627;60;1;N;9,3;37,52;8,69;30,5;45,2;-0,46817;0,033267;-0,32704;-0,02859;-0,44374;1,69;30,6;6,88;28,51;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJP265-60;265 W Polycrystalline Module;265;240,4;1,627;60;1;N;9,24;37,76;8,63;30,7;45,4;-0,44277;0,056061;-0,3302;0,005526;-0,44703;1,66;30,09;6,84;28,15;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJP265-72;265 W Polycrystalline Module;265;236,2;1,94;72;1;N;8,41;42,3;7,51;35,3;46,9;-0,462;0,073;-0,361;0,016;-0,475;1,44;33,48;5,97;31,12;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJM270-60;270 W Monocrystalline Module;270;243,8;1,627;60;1;N;9,44;37,64;8,82;30,6;45,2;-0,46817;0,033267;-0,32704;-0,02859;-0,44374;1,71;30,7;6,99;28,61;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJM270-72;270 W Monocrystalline Module;270;242;1,94;72;1;N;8,14;43,67;7,61;35,5;45,7;-0,46757;0,042146;-0,33887;-0,02374;-0,47055;1,53;34,65;6,01;32,35;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJP270-60;270 W Polycrystalline Module;270;245;1,627;60;1;N;9,38;37,88;8,77;30,8;45,4;-0,44277;0,056061;-0,3302;0,005526;-0,44703;1,68;30,19;6,95;28,24;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJP270-72;270 W Polycrystalline Module;270;240,8;1,94;72;1;N;8,57;42,4;7,65;35,3;46,9;-0,462;0,073;-0,361;0,016;-0,475;1,43;33,83;6,08;31,12;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJM275-60;275 W Monocrystalline Module;275;248,5;1,627;60;1;N;9,55;37,88;8,93;30,8;45,2;-0,46817;0,033267;-0,32704;-0,02859;-0,44374;1,73;30,9;7,07;28,79;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJM275-72;275 W Monocrystalline Module;275;246,6;1,94;72;1;N;8,27;43,79;7,73;35,6;45,7;-0,46757;0,042146;-0,33887;-0,02374;-0,47055;1,56;34,75;6,11;32,44;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJP275-60;275 W Polycrystalline Module;275;249,7;1,627;60;1;N;9,52;38,01;8,9;30,9;45,4;-0,44277;0,056061;-0,3302;0,005526;-0,44703;1,71;30,29;7,06;28,33;Rack;Flat Plate;0,992;1,64
Anhui Rinengzhongtian Semiconductor Development;QJP275-72;275 W Polycrystalline Module;275;245,4;1,94;72;1;N;8,68;42,6;7,75;35,5;46,9;-0,462;0,073;-0,361;0,016;-0,475;1,45;34,02;6,16;31,3;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJM280-72;280 W Monocrystalline Module;280;251,2;1,94;72;1;N;8,39;43,91;7,84;35,7;45,7;-0,46757;0,042146;-0,33887;-0,02374;-0,47055;1,5;34,79;6,17;32,55;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJP280-72;280 W Polycrystalline Module;280;249,9;1,94;72;1;N;8,78;42,8;7,84;35,7;46,9;-0,462;0,073;-0,361;0,016;-0,475;1,47;34,21;6,23;31,48;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJM285-72;285 W Monocrystalline Module;285;255,8;1,94;72;1;N;8,52;44,03;7,96;35,8;45,7;-0,46757;0,042146;-0,33887;-0,02374;-0,47055;1,52;34,88;6,27;32,64;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJP285-72;285 W Polycrystalline Module;285;254,5;1,94;72;1;N;8,89;43,1;7,94;35,9;46,9;-0,462;0,073;-0,361;0,016;-0,475;1,5;34,63;6,22;32,11;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJM290-72;290 W Monocrystalline Module;290;260,5;1,94;72;1;N;8,64;44,16;8,08;35,9;45,7;-0,46757;0,042146;-0,33887;-0,02374;-0,47055;1,55;34,98;6,36;32,73;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJP290-72;290 W Polycrystalline Module;290;259,1;1,94;72;1;N;9,01;43,2;8,05;36;46,9;-0,462;0,073;-0,361;0,016;-0,475;1,53;34,72;6,31;32,2;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJM295-72;295 W Monocrystalline Module;295;265,1;1,94;72;1;N;8,77;44,28;8,19;36;45,7;-0,46757;0,042146;-0,33887;-0,02374;-0,47055;1,57;35,08;6,45;32,82;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJP295-72;295 W Polycrystalline Module;295;263,7;1,94;72;1;N;9,15;43,3;8,17;36,1;46,9;-0,462;0,073;-0,361;0,016;-0,475;1,55;34,82;6,4;32,28;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJM300-72;300 W Monocrystalline Module;300;269,7;1,94;72;1;N;8,31;44,4;8,31;36,1;45,7;-0,46757;0,042146;-0,33887;-0,02374;-0,47055;1,59;35,17;6,54;32,92;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJP300-72;300 W Polycrystalline Module;300;268,3;1,94;72;1;N;9,27;43,4;8,28;36,2;46,9;-0,462;0,073;-0,361;0,016;-0,475;1,57;34,92;6,49;32,37;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJM305-72;305 W Monocrystalline Module;305;274,3;1,94;72;1;N;9,02;44,53;8,43;36,2;45,7;-0,46757;0,042146;-0,33887;-0,02374;-0,47055;1,62;35,43;6,65;33,2;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJP305-72;305 W Polycrystalline Module;305;276,4;1,94;72;1;N;9,02;44,53;8,43;36,2;45,4;-0,44277;0,056061;-0,3302;0,005526;-0,44703;1,62;35,49;6,75;33,37;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJM310-72;310 W Monocrystalline Module;310;278,9;1,94;72;1;N;9,14;44,65;8,54;36,3;45,7;-0,46757;0,042146;-0,33887;-0,02374;-0,47055;1,65;35,53;6,74;33,3;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJP310-72;310 W Polycrystalline Module;310;281;1,94;72;1;N;9,14;44,65;8,54;36,3;45,4;-0,44277;0,056061;-0,3302;0,005526;-0,44703;1,64;35,59;6,85;33,46;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJM315-72;315 W Monocrystalline Module;315;283,6;1,94;72;1;N;9,26;44,77;8,65;36,4;45,7;-0,46757;0,042146;-0,33887;-0,02374;-0,47055;1,67;35,62;6,83;33,39;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJP315-72;315 W Polycrystalline Module;315;285,7;1,94;72;1;N;9,26;44,77;8,65;36,4;45,4;-0,44277;0,056061;-0,3302;0,005526;-0,44703;1,66;35,69;6,94;33,56;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJM320-72;320 W Monocrystalline Module;320;288,2;1,94;72;1;N;9,38;44,9;8,77;36,5;45,7;-0,46757;0,042146;-0,33887;-0,02374;-0,47055;1,69;35,72;6,92;33,48;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJP320-72;320 W Polycrystalline Module;320;290,3;1,94;72;1;N;9,38;44,9;8,77;36,5;45,4;-0,44277;0,056061;-0,3302;0,005526;-0,44703;1,69;35,79;7,03;33,65;Rack;Flat Plate;0,992;1,956
Anhui Rinengzhongtian Semiconductor Development;QJM325-72;325 W Monocrystalline Module;325;292,9;1,94;72;1;N;9,48;45,14;8,86;36,7;45,7;-0,46757;0,042146;-0,33887;-0,02374;-0,47055;1,71;35,92;6,99;33,66;Rack;Flat Plate;0,992;1,956
